,battery_type,brand,car_body_type,cargo_volume_l,drivetrain,fast_charge_port,model,segment,source_url,top_speed_kmh,battery_capacity_kWh,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,seats,length_mm,width_mm,height_mm
413,Lithium-ion,Toyota,SUV,452,AWD,CCS,bZ4X AWD,JC - Medium,https://ev-database.org/car/1565/Toyota-bZ4X-AWD,160.0,64.0,336.0,154.0,345.0,6.9,100.0,750.0,5.0,4690.0,1860.0,1600.0
414,Lithium-ion,Toyota,SUV,452,FWD,CCS,bZ4X FWD,JC - Medium,https://ev-database.org/car/1564/Toyota-bZ4X-FWD,160.0,64.0,265.0,145.0,350.0,7.5,100.0,750.0,5.0,4690.0,1860.0,1600.0
415,Lithium-ion,VinFast,SUV,376,AWD,CCS,VF 8 Eco Extended Range,JD - Large,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range,200.0,87.7,500.0,186.0,405.0,5.9,120.0,1800.0,5.0,4750.0,1934.0,1667.0
416,Lithium-ion,VinFast,SUV,376,AWD,CCS,VF 8 Plus Extended Range,JD - Large,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range,200.0,87.7,620.0,196.0,400.0,5.5,120.0,1800.0,5.0,4750.0,1934.0,1667.0
417,Lithium-ion,Volkswagen,Small Passenger Van,1340,AWD,CCS,ID. Buzz LWB GTX,N - Passenger Van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-,160.0,86.0,560.0,182.0,350.0,6.5,145.0,1600.0,7.0,4960.0,1985.0,1927.0
418,Lithium-ion,Volkswagen,Small Passenger Van,1340,RWD,CCS,ID. Buzz LWB Pro,N - Passenger Van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro,160.0,86.0,560.0,190.0,370.0,7.9,145.0,1000.0,7.0,4962.0,1985.0,1924.0
419,Lithium-ion,Volkswagen,Small Passenger Van,1121,AWD,CCS,ID. Buzz NWB GTX,N - Passenger Van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX,160.0,79.0,560.0,194.0,330.0,6.5,135.0,1800.0,6.0,4712.0,1985.0,1925.0
420,Lithium-ion,Volkswagen,Small Passenger Van,1121,RWD,CCS,ID. Buzz NWB Pro,N - Passenger Van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro,160.0,79.0,560.0,187.0,360.0,7.6,135.0,1200.0,6.0,4712.0,1985.0,1927.0
421,Lithium-ion,Volkswagen,Small Passenger Van,1121,RWD,CCS,ID. Buzz NWB Pure,N - Passenger Van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure,145.0,59.0,310.0,178.0,275.0,10.7,110.0,1000.0,6.0,4712.0,1985.0,1927.0
422,Lithium-ion,Volkswagen,Hatchback,385,RWD,CCS,ID.3 GTX,C - Medium,https://ev-database.org/car/2152/Volkswagen-ID3-GTX,180.0,79.0,545.0,131.0,470.0,5.9,135.0,0.0,5.0,4322.0,1809.0,1538.0
423,Lithium-ion,Volkswagen,Hatchback,385,RWD,CCS,ID.3 GTX Performance,C - Medium,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance,200.0,79.0,545.0,131.0,465.0,5.6,135.0,0.0,5.0,4322.0,1809.0,1538.0
424,Lithium-ion,Volkswagen,Hatchback,385,RWD,CCS,ID.3 Pro,C - Medium,https://ev-database.org/car/2213/Volkswagen-ID3-Pro,160.0,59.0,310.0,136.0,365.0,7.6,110.0,0.0,5.0,4264.0,1809.0,1564.0
425,Lithium-ion,Volkswagen,Hatchback,385,RWD,CCS,ID.3 Pro S,C - Medium,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S,160.0,77.0,310.0,138.0,465.0,7.1,120.0,0.0,5.0,4264.0,1809.0,1564.0
426,Lithium-ion,Volkswagen,Hatchback,385,RWD,CCS,ID.3 Pure,C - Medium,https://ev-database.org/car/2214/Volkswagen-ID3-Pure,160.0,52.0,310.0,134.0,325.0,8.2,90.0,0.0,5.0,4264.0,1809.0,1564.0
427,Lithium-ion,Volkswagen,SUV,543,AWD,CCS,ID.4 GTX,JC - Medium,https://ev-database.org/car/2030/Volkswagen-ID4-GTX,180.0,77.0,679.0,152.0,420.0,5.4,120.0,1200.0,5.0,4584.0,1852.0,1631.0
428,Lithium-ion,Volkswagen,SUV,543,RWD,CCS,ID.4 Pro,JC - Medium,https://ev-database.org/car/2028/Volkswagen-ID4-Pro,180.0,77.0,545.0,149.0,445.0,6.7,120.0,1000.0,5.0,4584.0,1852.0,1631.0
429,Lithium-ion,Volkswagen,SUV,543,AWD,CCS,ID.4 Pro 4MOTION,JC - Medium,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION,180.0,77.0,679.0,155.0,435.0,6.6,120.0,1200.0,5.0,4584.0,1852.0,1631.0
430,Lithium-ion,Volkswagen,SUV,543,RWD,CCS,ID.4 Pure,JC - Medium,https://ev-database.org/car/2027/Volkswagen-ID4-Pure,160.0,52.0,310.0,143.0,285.0,9.0,87.0,1000.0,5.0,4584.0,1852.0,1640.0
431,Lithium-ion,Volkswagen,SUV,549,AWD,CCS,ID.5 GTX,JC - Medium,https://ev-database.org/car/2033/Volkswagen-ID5-GTX,180.0,77.0,679.0,144.0,430.0,5.5,120.0,1200.0,5.0,4599.0,1852.0,1615.0
432,Lithium-ion,Volkswagen,SUV,549,RWD,CCS,ID.5 Pro,JC - Medium,https://ev-database.org/car/2031/Volkswagen-ID5-Pro,180.0,77.0,545.0,138.0,460.0,6.7,120.0,1000.0,5.0,4599.0,1852.0,1615.0
433,Lithium-ion,Volkswagen,SUV,549,RWD,CCS,ID.5 Pure,JC - Medium,https://ev-database.org/car/3080/Volkswagen-ID5-Pure,160.0,52.0,310.0,142.0,320.0,8.9,87.0,1000.0,5.0,4599.0,1852.0,1615.0
434,Lithium-ion,Volkswagen,Liftback Sedan,532,AWD,CCS,ID.7 GTX,E - Executive,https://ev-database.org/car/2216/Volkswagen-ID7-GTX,180.0,86.0,560.0,145.0,500.0,5.4,145.0,1200.0,5.0,4961.0,1862.0,1536.0
435,Lithium-ion,Volkswagen,Liftback Sedan,532,RWD,CCS,ID.7 Pro,E - Executive,https://ev-database.org/car/1839/Volkswagen-ID7-Pro,180.0,77.0,550.0,132.0,475.0,6.5,125.0,1000.0,5.0,4961.0,1862.0,1536.0
436,Lithium-ion,Volkswagen,Liftback Sedan,532,RWD,CCS,ID.7 Pro S,E - Executive,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S,180.0,86.0,550.0,133.0,525.0,6.6,145.0,1000.0,5.0,4961.0,1862.0,1536.0
437,Lithium-ion,Volkswagen,Station/Estate,605,AWD,CCS,ID.7 Tourer GTX,E - Executive,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX,180.0,86.0,560.0,147.0,500.0,5.5,145.0,1200.0,5.0,4961.0,1862.0,1536.0
438,Lithium-ion,Volkswagen,Station/Estate,605,RWD,CCS,ID.7 Tourer Pro,E - Executive,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro,180.0,77.0,550.0,146.0,470.0,6.6,125.0,1000.0,5.0,4961.0,1862.0,1536.0
439,Lithium-ion,Volkswagen,Station/Estate,605,RWD,CCS,ID.7 Tourer Pro S,E - Executive,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S,180.0,86.0,550.0,125.0,520.0,6.7,145.0,1000.0,5.0,4961.0,1862.0,1536.0
440,Lithium-ion,Volvo,SUV,404,RWD,CCS,EC40 Single Motor (MY26),JC - Medium,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor,180.0,67.0,420.0,151.0,360.0,7.3,110.0,1500.0,5.0,4440.0,1873.0,1596.0
441,Lithium-ion,Volvo,SUV,404,RWD,CCS,EC40 Single Motor ER (MY26),JC - Medium,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER,180.0,79.0,420.0,146.0,420.0,7.3,125.0,1500.0,5.0,4440.0,1873.0,1596.0
442,Lithium-ion,Volvo,SUV,404,AWD,CCS,EC40 Twin Motor (MY26),JC - Medium,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor,180.0,79.0,670.0,155.0,400.0,4.8,125.0,1800.0,5.0,4440.0,1873.0,1596.0
443,Lithium-ion,Volvo,SUV,404,AWD,CCS,EC40 Twin Motor Performance (MY26),JC - Medium,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance,180.0,79.0,670.0,155.0,400.0,4.6,125.0,1800.0,5.0,4440.0,1873.0,1596.0
444,Lithium-ion,Volvo,Liftback Sedan,446,RWD,CCS,ES90 Single Motor (MY26),F - Luxury,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor,180.0,88.0,480.0,135.0,485.0,6.9,190.0,1600.0,5.0,5000.0,1942.0,1546.0
445,Lithium-ion,Volvo,Liftback Sedan,446,AWD,CCS,ES90 Twin Motor (MY26),F - Luxury,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor,180.0,102.0,670.0,146.0,530.0,5.5,225.0,2000.0,5.0,5000.0,1942.0,1546.0
446,Lithium-ion,Volvo,Liftback Sedan,446,AWD,CCS,ES90 Twin Motor Performance (MY26),F - Luxury,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance,180.0,102.0,870.0,146.0,530.0,4.0,225.0,2000.0,5.0,5000.0,1942.0,1546.0
447,Lithium-ion,Volvo,SUV,318,AWD,CCS,EX30 Cross Country (MY26),JB - Compact,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country,180.0,65.0,543.0,152.0,330.0,3.7,114.0,1600.0,5.0,4233.0,1837.0,1573.0
448,Lithium-ion,Volvo,SUV,318,RWD,CCS,EX30 Single Motor (MY24-26),JB - Compact,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor,180.0,49.0,343.0,147.0,275.0,5.7,80.0,1000.0,5.0,4233.0,1837.0,1549.0
449,Lithium-ion,Volvo,SUV,318,RWD,CCS,EX30 Single Motor ER (MY24-26),JB - Compact,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER,180.0,65.0,343.0,138.0,365.0,5.3,113.0,1600.0,5.0,4233.0,1837.0,1549.0
450,Lithium-ion,Volvo,SUV,318,AWD,CCS,EX30 Twin Motor Performance (MY24-26),JB - Compact,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance,180.0,65.0,543.0,145.0,340.0,3.6,113.0,1600.0,5.0,4233.0,1837.0,1549.0
451,Lithium-ion,Volvo,SUV,410,RWD,CCS,EX40 Single Motor (MY26),JC - Medium,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor,180.0,67.0,420.0,154.0,345.0,7.3,110.0,1500.0,5.0,4440.0,1863.0,1652.0
452,Lithium-ion,Volvo,SUV,410,RWD,CCS,EX40 Single Motor ER (MY26),JC - Medium,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER,180.0,79.0,420.0,152.0,400.0,7.3,125.0,1500.0,5.0,4440.0,1863.0,1652.0
453,Lithium-ion,Volvo,SUV,410,AWD,CCS,EX40 Twin Motor (MY26),JC - Medium,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor,180.0,79.0,670.0,163.0,385.0,4.8,125.0,1800.0,5.0,4440.0,1863.0,1652.0
454,Lithium-ion,Volvo,SUV,410,AWD,CCS,EX40 Twin Motor Performance (MY26),JC - Medium,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance,180.0,79.0,670.0,163.0,385.0,4.6,125.0,1800.0,5.0,4440.0,1863.0,1652.0
455,Lithium-ion,Volvo,SUV,310,RWD,CCS,EX90 Single Motor (MY24-26),JF - Luxury,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor,180.0,100.0,490.0,182.0,460.0,8.4,140.0,1200.0,7.0,5037.0,1964.0,1744.0
456,Lithium-ion,Volvo,SUV,310,AWD,CCS,EX90 Twin Motor (MY24-26),JF - Luxury,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor,180.0,107.0,770.0,188.0,470.0,5.9,150.0,2200.0,7.0,5037.0,1964.0,1744.0
457,Lithium-ion,Volvo,SUV,310,AWD,CCS,EX90 Twin Motor Performance (MY24-26),JF - Luxury,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance,180.0,107.0,910.0,188.0,455.0,4.9,150.0,2200.0,7.0,5037.0,1964.0,1744.0
458,Lithium-ion,Voyah,SUV,550,AWD,CCS,Free 106 kWh,JE - Executive,https://ev-database.org/car/2049/Voyah-Free-106-kWh,200.0,100.0,720.0,200.0,480.0,4.4,80.0,2000.0,5.0,4905.0,1950.0,1645.0
459,Lithium-ion,XPENG,SUV,571,AWD,CCS,G6 AWD Performance,JD - Large,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance,200.0,87.5,660.0,159.0,475.0,4.1,180.0,1500.0,5.0,4753.0,1920.0,1650.0
460,Lithium-ion,XPENG,SUV,571,RWD,CCS,G6 RWD Long Range,JD - Large,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range,200.0,87.5,440.0,154.0,480.0,6.7,180.0,1500.0,5.0,4753.0,1920.0,1650.0
461,Lithium-ion,XPENG,SUV,571,RWD,CCS,G6 RWD Standard Range,JD - Large,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range,200.0,66.0,440.0,152.0,370.0,6.9,140.0,1500.0,5.0,4753.0,1920.0,1650.0
462,Lithium-ion,XPENG,SUV,660,AWD,CCS,G9 AWD Performance,JE - Executive,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance,200.0,93.1,717.0,179.0,465.0,3.9,224.0,1500.0,5.0,4891.0,1937.0,1670.0
463,Lithium-ion,XPENG,SUV,660,RWD,CCS,G9 RWD Long Range,JE - Executive,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range,200.0,93.1,430.0,163.0,480.0,6.4,224.0,1500.0,5.0,4891.0,1937.0,1670.0
464,Lithium-ion,XPENG,SUV,660,RWD,CCS,G9 RWD Standard Range,JE - Executive,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range,200.0,75.8,430.0,165.0,395.0,6.4,170.0,1500.0,5.0,4891.0,1937.0,1680.0
465,Lithium-ion,XPENG,Sedan,440,AWD,CCS,P7 AWD Performance,E - Executive,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance,200.0,82.7,757.0,164.0,460.0,4.1,138.0,0.0,5.0,4888.0,1896.0,1450.0
466,Lithium-ion,XPENG,Sedan,440,RWD,CCS,P7 RWD Long Range,E - Executive,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range,200.0,82.7,440.0,144.0,495.0,6.7,138.0,0.0,5.0,4888.0,1896.0,1450.0
467,Lithium-ion,XPENG,Sedan,440,AWD,CCS,P7 Wing Edition,E - Executive,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition,200.0,82.7,757.0,164.0,455.0,4.1,138.0,0.0,5.0,4888.0,1896.0,1450.0
468,Lithium-ion,Zeekr,Liftback Sedan,539,RWD,CCS,001 Long Range RWD,E - Executive,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD,200.0,94.0,343.0,152.0,505.0,7.2,135.0,1500.0,5.0,4955.0,1999.0,1560.0
469,Lithium-ion,Zeekr,Liftback Sedan,539,AWD,CCS,001 Performance AWD,E - Executive,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD,200.0,94.0,686.0,159.0,480.0,3.8,135.0,2000.0,5.0,4955.0,1999.0,1560.0
470,Lithium-ion,Zeekr,Liftback Sedan,539,AWD,CCS,001 Privilege AWD,E - Executive,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD,200.0,94.0,686.0,162.0,480.0,3.8,135.0,2000.0,5.0,4955.0,1999.0,1548.0
471,Lithium-ion,Zeekr,SUV,539,RWD,CCS,7X Long Range RWD,JD - Large,https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD,210.0,94.0,440.0,153.0,475.0,6.0,260.0,2000.0,5.0,4787.0,1930.0,1650.0
472,Lithium-ion,Zeekr,SUV,539,AWD,CCS,7X Performance AWD,JD - Large,https://ev-database.org/car/3083/Zeekr-7X-Performance-AWD,210.0,94.0,710.0,173.0,450.0,3.8,260.0,2000.0,5.0,4787.0,1930.0,1650.0
473,Lithium-ion,Zeekr,SUV,539,RWD,CCS,7X Premium RWD,JD - Large,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD,210.0,71.0,440.0,148.0,365.0,6.0,240.0,2000.0,5.0,4787.0,1930.0,1650.0
474,Lithium-ion,Zeekr,SUV,362,RWD,CCS,X Core RWD (MY25),JB - Compact,https://ev-database.org/car/3197/Zeekr-X-Core-RWD,190.0,49.0,343.0,148.0,265.0,5.9,70.0,1600.0,5.0,4432.0,1836.0,1566.0
475,Lithium-ion,Zeekr,SUV,362,RWD,CCS,X Long Range RWD (MY25),JB - Compact,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD,190.0,65.0,343.0,146.0,360.0,5.6,114.0,1600.0,5.0,4432.0,1836.0,1566.0
476,Lithium-ion,Zeekr,SUV,362,AWD,CCS,X Privilege AWD (MY25),JB - Compact,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD,190.0,65.0,543.0,153.0,350.0,3.8,114.0,1600.0,5.0,4432.0,1836.0,1566.0
477,Lithium-ion,firefly,Hatchback,404,RWD,CCS,,B - Compact,https://ev-database.org/car/3178/firefly-firefly,150.0,41.2,200.0,125.0,250.0,8.1,65.0,0.0,5.0,4003.0,1885.0,1557.0
